Clusters,Numero_de_Accidentes
0
0
-1
1
2
3
2
2
4
2
4
4
4
5
6
7
8
8
7
8
8
9
5
10
11
11
12
13
14
15
15
14
16
16
16
8
17
17
18
18
-1
19
20
18
21
22
22
22
23
24
24
25
26
26
27
-1
-1
-1
25
27
28
25
25
25
25
25
25
28
28
8
8
8
29
30
30
31
-1
31
31
31
8
8
32
32
16
33
34
35
36
35
35
35
35
35
37
37
37
37
37
37
37
37
37
37
37
37
37
37
38
39
-1
40
39
41
-1
42
40
38
42
41
42
40
40
42
42
40
40
40
40
40
40
43
44
44
1
45
45
46
47
32
32
32
6
48
-1
49
50
50
51
42
-1
39
19
19
19
47
47
47
52
52
52
52
53
48
54
54
47
8
8
55
27
5
5
8
56
57
57
57
48
58
45
58
4
22
1
1
13
59
60
50
-1
61
-1
61
-1
-1
62
62
63
22
25
25
-1
64
28
65
65
66
65
66
0
26
15
-1
-1
67
67
67
23
68
68
17
23
17
17
34
56
69
59
-1
-1
-1
-1
-1
-1
-1
70
70
71
59
-1
-1
-1
72
72
-1
-1
72
72
47
73
47
47
74
74
47
47
74
47
47
74
6
15
15
36
54
54
8
8
8
8
8
8
8
8
48
5
5
12
13
71
-1
55
50
-1
13
13
-1
13
27
13
13
-1
48
-1
25
25
-1
16
16
16
16
5
-1
13
-1
-1
-1
2
2
2
75
75
75
75
75
14
25
25
25
25
25
47
47
15
3
8
37
47
47
22
-1
65
65
65
65
45
62
62
-1
76
76
8
8
8
8
60
60
77
-1
-1
-1
78
-1
-1
11
13
13
-1
13
6
6
11
-1
-1
-1
18
18
13
-1
79
13
52
24
5
5
5
6
6
6
43
43
43
26
26
26
26
26
26
26
-1
-1
-1
-1
-1
80
3
5
5
81
81
81
3
3
3
3
3
3
82
83
4
4
6
4
3
3
6
6
47
-1
48
48
-1
80
51
47
47
3
47
3
17
17
-1
-1
84
84
81
81
-1
81
81
8
8
85
85
85
85
86
86
86
46
26
10
-1
84
84
74
74
74
87
81
42
28
55
28
34
-1
36
88
88
88
88
88
37
1
25
25
25
-1
-1
28
28
28
-1
-1
89
48
18
90
17
90
17
2
2
-1
-1
-1
-1
-1
-1
13
22
77
34
34
34
32
32
34
-1
34
34
34
8
25
25
91
91
-1
-1
-1
-1
11
11
11
11
86
86
44
86
86
86
92
1
92
43
92
74
93
28
28
-1
6
6
56
34
34
48
94
40
60
-1
-1
95
95
95
33
60
60
60
96
96
-1
3
60
60
60
-1
-1
13
48
97
45
-1
62
4
60
60
60
60
60
40
70
70
89
17
17
89
66
2
25
-1
-1
-1
8
16
1
1
-1
38
38
-1
-1
26
-1
40
40
40
-1
11
-1
11
11
98
-1
-1
2
2
2
2
2
16
2
16
16
2
16
-1
66
66
66
2
2
2
50
-1
83
83
3
61
61
61
61
61
61
-1
-1
61
61
-1
8
50
50
50
80
-1
-1
25
38
53
28
15
15
13
51
49
94
91
91
94
91
91
91
94
91
34
8
16
-1
-1
-1
51
18
69
-1
69
8
8
25
49
49
49
87
5
5
5
-1
-1
-1
-1
-1
79
79
79
88
88
88
88
88
98
98
18
99
-1
-1
26
26
26
99
99
99
99
99
99
99
99
99
99
99
99
91
100
100
100
91
100
100
36
28
54
-1
74
-1
-1
-1
9
9
64
64
64
64
94
94
-1
-1
-1
84
84
-1
-1
-1
-1
-1
60
-1
28
65
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
28
28
34
34
83
83
101
-1
-1
-1
-1
8
102
102
102
78
8
7
27
93
93
93
93
93
93
6
86
86
86
17
103
103
103
103
103
31
31
51
51
48
48
-1
31
-1
-1
-1
86
6
104
25
6
6
6
25
-1
-1
95
105
105
105
105
-1
106
97
25
25
34
31
55
74
45
87
87
107
-1
108
2
84
25
25
107
45
51
-1
109
109
6
51
51
51
51
47
47
47
-1
-1
-1
110
59
59
41
59
80
59
80
59
41
41
41
41
41
41
41
41
41
51
93
51
51
97
97
97
97
97
97
97
97
97
-1
-1
-1
-1
73
73
73
73
73
15
73
15
15
38
38
50
77
82
79
10
10
69
69
50
50
70
83
103
45
6
103
103
103
103
103
111
80
84
108
108
108
60
25
25
21
66
55
-1
-1
52
52
52
52
90
90
90
90
110
112
107
92
92
92
92
92
48
3
4
-1
4
18
-1
17
7
-1
-1
-1
113
113
-1
81
81
8
-1
71
71
51
51
25
72
-1
101
101
14
25
