tipo,autonomia,provincia,matricula,causa,poblacion,fechahora_ini,nivel,carretera,pk_inicial,pk_final,sentido,longitud,latitud,cluster
Accidente,Euskadi,ARABA,VI,Salida,San Millán/Donemiliaga,2006-12-31 02:44:49,Blanco,N-1,386,386,MADRID,-2.309619,42.86786,0
Accidente,Euskadi,ARABA,VI,Salida,San Millán/Donemiliaga,2006-12-31 02:44:49,Blanco,N-1,386,386,IRÚN,-2.31066,42.86765,0
Accidente,Euskadi,ARABA,VI,Salida,Urkabustaiz,2006-12-30 08:31:18,Blanco,A-2521,29,29,ORDUÑA,-2.921982,42.98073,-1
Accidente,Euskadi,ARABA,VI,Salida,Legutiano,2006-12-30 00:37:03,Blanco,N-240,19,19,VITORIA-GASTEIZ,-2.672131,42.98945,1
Accidente,Euskadi,ARABA,VI,Alcance,Iruña Oka/Iruña de Oca,2006-12-29 11:05:06,Rojo,N-1,337,337,IRÚN,-2.82256,42.79229,2
Accidente,Euskadi,ARABA,VI,Alcance,Iruña Oka/Iruña de Oca,2006-12-29 11:05:06,Rojo,N-1,338,338,IRÚN,-2.817043,42.80006,3
Accidente,Euskadi,ARABA,VI,Alcance,Iruña Oka/Iruña de Oca,2006-12-29 10:33:57,Amarillo,N-1,337,337,IRÚN,-2.82256,42.79229,2
Accidente,Euskadi,ARABA,VI,Alcance,Iruña Oka/Iruña de Oca,2006-12-29 11:05:06,Rojo,N-1,337,336,IRÚN,-2.82256,42.79229,2
Accidente,Euskadi,ARABA,VI,Alcance,Iruña Oka/Iruña de Oca,2006-12-29 10:33:57,Amarillo,N-1,340,340,IRÚN,-2.79742,42.81044,4
Accidente,Euskadi,ARABA,VI,Alcance,Iruña Oka/Iruña de Oca,2006-12-29 11:05:06,Rojo,N-1,337,336,IRÚN,-2.82256,42.79229,2
Accidente,Euskadi,ARABA,VI,Alcance,Iruña Oka/Iruña de Oca,2006-12-29 10:33:57,Amarillo,N-1,340,340,IRÚN,-2.79742,42.81044,4
Accidente,Euskadi,ARABA,VI,Alcance,Iruña Oka/Iruña de Oca,2006-12-29 10:33:57,Blanco,N-1,340,340,IRÚN,-2.79742,42.81044,4
Accidente,Euskadi,ARABA,VI,Alcance,Iruña Oka/Iruña de Oca,2006-12-29 10:33:57,Blanco,N-1,340,340,IRÚN,-2.79742,42.81044,4
Accidente,Euskadi,ARABA,VI,Alcance,Iruña Oka/Iruña de Oca,2006-12-29 10:33:57,Blanco,N-1,326,326,IRÚN,-2.875459,42.71062,5
Accidente,Euskadi,ARABA,VI,Alcance,Iruña Oka/Iruña de Oca,2006-12-29 10:33:57,Blanco,N-1,322,322,IRÚN,-2.91879,42.7027,6
Accidente,Euskadi,ARABA,VI,Salida,Amurrio,2006-12-28 19:31:50,Blanco,A-625,356,356,ORDUÑA,-3.00862,43.02692,7
Accidente,Euskadi,ARABA,VI,Vuelco,Armiñón,2006-12-28 18:46:03,Amarillo,N-1,327,327,IRÚN,-2.868649,42.72015,8
Accidente,Euskadi,ARABA,VI,Vuelco,Armiñón,2006-12-28 18:46:03,Amarillo,N-1,327,327,IRÚN,-2.868649,42.72015,8
Accidente,Euskadi,ARABA,VI,Salida,Amurrio,2006-12-28 19:31:50,Blanco,A-625,356,356,ORDUÑA,-3.00862,43.02692,7
Accidente,Euskadi,ARABA,VI,Vuelco,Armiñón,2006-12-28 18:46:03,Amarillo,N-1,327,327,IRÚN,-2.868649,42.72015,8
Accidente,Euskadi,ARABA,VI,Vuelco,Armiñón,2006-12-28 18:46:03,Amarillo,N-1,327,327,IRÚN,-2.868649,42.72015,8
Accidente,Euskadi,ARABA,VI,Alcance,None,2006-12-28 12:13:17,Blanco,N-240,11,11,BILBAO,-2.64312,42.93479,9
Accidente,Euskadi,ARABA,VI,Vuelco,Armiñón,2006-12-27 18:35:29,Amarillo,N-1,326,326,IRÚN,-2.875459,42.71062,5
Accidente,Euskadi,ARABA,VI,Salida,Zigoitia,2006-12-27 12:51:26,Blanco,N-622,12,12,VITORIA-GASTEIZ,-2.74361,42.93213,10
Accidente,Euskadi,ARABA,VI,Salida,Ribera Alta,2006-12-27 08:53:23,Blanco,AP-68,55,55,BILBAO,-2.90293,42.81295,11
Accidente,Euskadi,ARABA,VI,Salida,Ribera Alta,2006-12-27 08:53:23,Blanco,AP-68,55,55,BILBAO,-2.90293,42.81295,11
Accidente,Euskadi,ARABA,VI,Alcance,None,2006-12-26 19:04:29,Amarillo,N-240,14,14,BILBAO,-2.637046,42.96123,12
Accidente,Euskadi,ARABA,VI,Salida,None,2006-12-26 05:43:37,Blanco,N-240,12,12,VITORIA-GASTEIZ,-2.63963,42.94338,13
Accidente,Euskadi,ARABA,VI,Salida,Vitoria-Gasteiz,2006-12-26 05:03:16,Blanco,N-1,353,353,MADRID,-2.68412,42.88027,14
Accidente,Euskadi,ARABA,VI,Salida,Legutiano,2006-12-26 05:43:37,Blanco,N-240,13,13,BILBAO,-2.63685,42.95252,15
Accidente,Euskadi,ARABA,VI,Salida,Legutiano,2006-12-26 05:43:37,Blanco,N-240,13,13,BILBAO,-2.63685,42.95252,15
Accidente,Euskadi,ARABA,VI,Salida,Vitoria-Gasteiz,2006-12-26 05:03:16,Blanco,N-1,353,353,MADRID,-2.68412,42.88027,14
Accidente,Euskadi,ARABA,VI,Salida,Armiñón,2006-12-25 19:50:23,Blanco,N-1,329,329,IRÚN,-2.868208,42.7368,16
Accidente,Euskadi,ARABA,VI,Salida,Armiñón,2006-12-25 19:50:23,Blanco,N-1,329,329,IRÚN,-2.868208,42.7368,16
Accidente,Euskadi,ARABA,VI,Salida,Armiñón,2006-12-25 19:50:23,Blanco,N-1,329,329,IRÚN,-2.868208,42.7368,16
Accidente,Euskadi,ARABA,VI,Alcance,Armiñón,2006-12-25 18:02:00,Blanco,N-1,327,327,IRÚN,-2.868649,42.72015,8
Accidente,Euskadi,ARABA,VI,Salida,Vitoria-Gasteiz,2006-12-24 23:01:27,Blanco,N-622,6,6,BILBAO,-2.69866,42.89019,17
Accidente,Euskadi,ARABA,VI,Salida,Vitoria-Gasteiz,2006-12-24 23:01:27,Blanco,N-622,6,6,BILBAO,-2.69866,42.89019,17
Accidente,Euskadi,ARABA,VI,Alcance,Vitoria-Gasteiz,2006-12-24 14:46:20,Blanco,N-102,348,348,MADRID,-2.706982,42.83493,18
Accidente,Euskadi,ARABA,VI,Salida,Vitoria-Gasteiz,2006-12-23 19:48:14,Blanco,N-102,348,348,VITORIA-GASTEIZ,-2.707047,42.8347,18
Accidente,Euskadi,ARABA,VI,Alcance,Iruraiz-Gauna,2006-12-23 16:53:22,Blanco,N-1,371,371,MADRID,-2.473737,42.86328,-1
Accidente,Euskadi,ARABA,VI,Salida,Amurrio,2006-12-23 06:46:58,Blanco,AP-68,25,25,BILBAO,-2.923923,43.04784,19
Accidente,Euskadi,ARABA,VI,Alcance,None,2006-12-22 15:51:46,Blanco,N-240,15,15,BILBAO,-2.637836,42.97021,20
Accidente,Euskadi,ARABA,VI,Salida,Vitoria-Gasteiz,2006-12-22 10:31:25,Blanco,N-102,348,348,MADRID,-2.706982,42.83493,18
Accidente,Euskadi,ARABA,VI,Vuelco,None,2006-12-21 21:05:22,Blanco,N-102,343,343,MADRID,-2.76583,42.82586,21
Accidente,Euskadi,ARABA,VI,Vuelco,Vitoria-Gasteiz,2006-12-21 21:05:22,Blanco,N-1,341,341,MADRID,-2.786814,42.81591,22
Accidente,Euskadi,ARABA,VI,Vuelco,Vitoria-Gasteiz,2006-12-21 21:05:22,Blanco,N-1,341,341,MADRID,-2.786814,42.81591,22
Accidente,Euskadi,ARABA,VI,Vuelco,Vitoria-Gasteiz,2006-12-21 21:05:22,Blanco,N-1,341,341,IRÚN,-2.787284,42.81546,22
Accidente,Euskadi,ARABA,VI,Salida,Vitoria-Gasteiz,2006-12-21 20:40:49,Blanco,N-102,345,345,MADRID,-2.741904,42.82839,23
Accidente,Euskadi,ARABA,VI,Alcance,Zigoitia,2006-12-21 19:39:40,Blanco,N-622,10,10,VITORIA-GASTEIZ,-2.726425,42.91978,24
Accidente,Euskadi,ARABA,VI,Alcance,Zigoitia,2006-12-21 18:53:06,Blanco,N-622,10,10,BILBAO,-2.726305,42.91981,24
Accidente,Euskadi,ARABA,VI,Alcance,Vitoria-Gasteiz,2006-12-21 18:40:38,Blanco,N-622,5,5,VITORIA-GASTEIZ,-2.695307,42.88153,25
Accidente,Euskadi,ARABA,VI,Alcance,Zigoitia,2006-12-21 18:20:49,Blanco,N-622,9,9,VITORIA-GASTEIZ,-2.71983,42.91232,26
Accidente,Euskadi,ARABA,VI,Alcance,Zigoitia,2006-12-21 18:20:49,Blanco,N-622,9,9,VITORIA-GASTEIZ,-2.71983,42.91232,26
Accidente,Euskadi,ARABA,VI,Alcance,Vitoria-Gasteiz,2006-12-21 14:28:15,Blanco,N-622,4,4,VITORIA-GASTEIZ,-2.69143,42.87316,27
Accidente,Euskadi,ARABA,VI,Vuelco,Kuartango,2006-12-21 12:01:05,Blanco,AP-68,45,45,ZARAGOZA,-2.89712,42.89861,-1
Accidente,Euskadi,ARABA,VI,Salida,Ayala/Aiara,2006-12-21 06:30:11,Amarillo,A-624,52,52,BALMASEDA,-3.09422,43.10603,-1
Accidente,Euskadi,ARABA,VI,Salida,Legutiano,2006-12-21 05:46:15,Blanco,A-627,14,14,EIBAR,-2.62644,42.9568,-1
Accidente,Euskadi,ARABA,VI,Vuelco,Vitoria-Gasteiz,2006-12-20 12:05:43,Rojo,N-622,5,5,BILBAO,-2.69503,42.88119,25
Accidente,Euskadi,ARABA,VI,Alcance,Vitoria-Gasteiz,2006-12-20 13:46:51,Blanco,N-622,4,4,BILBAO,-2.69116,42.87308,27
Accidente,Euskadi,ARABA,VI,Tijera camión,Vitoria-Gasteiz,2006-12-20 10:21:38,Amarillo,N-1,355,355,IRÚN,-2.66007,42.88081,28
Accidente,Euskadi,ARABA,VI,Vuelco,Vitoria-Gasteiz,2006-12-20 12:05:43,Rojo,N-622,5,5,BILBAO,-2.69503,42.88119,25
Accidente,Euskadi,ARABA,VI,Vuelco,None,2006-12-20 12:05:43,Rojo,N-622,5,5,BILBAO,-2.69503,42.88119,25
Accidente,Euskadi,ARABA,VI,Vuelco,Vitoria-Gasteiz,2006-12-20 12:05:43,Rojo,N-1,352,352,IRÚN,-2.69683,42.8802,25
Accidente,Euskadi,ARABA,VI,Vuelco,Vitoria-Gasteiz,2006-12-20 12:05:43,Rojo,N-1,352,352,IRÚN,-2.69683,42.8802,25
Accidente,Euskadi,ARABA,VI,Vuelco,Vitoria-Gasteiz,2006-12-20 12:05:43,Rojo,N-1,352,352,IRÚN,-2.69683,42.8802,25
Accidente,Euskadi,ARABA,VI,Vuelco,Vitoria-Gasteiz,2006-12-20 12:05:43,Rojo,N-1,352,352,IRÚN,-2.69683,42.8802,25
Accidente,Euskadi,ARABA,VI,Tijera camión,Vitoria-Gasteiz,2006-12-20 10:21:38,Amarillo,N-1,355,355,IRÚN,-2.66007,42.88081,28
Accidente,Euskadi,ARABA,VI,Tijera camión,Vitoria-Gasteiz,2006-12-20 10:21:38,Amarillo,N-1,355,355,IRÚN,-2.66007,42.88081,28
Accidente,Euskadi,ARABA,VI,Alcance,Armiñón,2006-12-19 15:59:56,Blanco,AP-1,83,83,VITORIA-GASTEIZ,-2.867319,42.71783,8
Accidente,Euskadi,ARABA,VI,Alcance,Armiñón,2006-12-19 10:43:35,Amarillo,AP-1,83,83,VITORIA-GASTEIZ,-2.867319,42.71783,8
Accidente,Euskadi,ARABA,VI,Alcance,Armiñón,2006-12-19 10:43:35,Amarillo,AP-1,83,83,VITORIA-GASTEIZ,-2.867319,42.71783,8
Accidente,Euskadi,ARABA,VI,Salida,Arrazua-Ubarrundia,2006-12-19 06:31:29,Blanco,A-2134,1,1,ARCAUTE,-2.633112,42.87556,29
Accidente,Euskadi,ARABA,VI,Salida,Zigoitia,2006-12-18 12:46:40,Blanco,N-622,15,15,VITORIA-GASTEIZ,-2.77449,42.94205,30
Accidente,Euskadi,ARABA,VI,Salida,Zigoitia,2006-12-18 12:46:40,Blanco,N-622,15,15,VITORIA-GASTEIZ,-2.77449,42.94205,30
Accidente,Euskadi,ARABA,VI,Vuelco,Ribera Alta,2006-12-18 04:34:47,Blanco,AP-68,59,59,BILBAO,-2.90573,42.78021,31
Accidente,Euskadi,ARABA,VI,Salida,San Millán/Donemiliaga,2006-12-18 06:22:04,Blanco,N-1,381,381,IRÚN,-2.36824,42.85487,-1
Accidente,Euskadi,ARABA,VI,Alcance,Ribera Alta,2006-12-18 04:46:48,Blanco,AP-68,59,59,ZARAGOZA,-2.90581,42.7806,31
Accidente,Euskadi,ARABA,VI,Vuelco,Ribera Alta,2006-12-18 04:34:47,Blanco,AP-68,59,59,BILBAO,-2.90573,42.78021,31
Accidente,Euskadi,ARABA,VI,Vuelco,Ribera Alta,2006-12-18 04:34:47,Blanco,AP-68,59,59,BILBAO,-2.90573,42.78021,31
Accidente,Euskadi,ARABA,VI,Vuelco,Armiñón,2006-12-16 21:57:08,Blanco,N-1,327,327,IRÚN,-2.868649,42.72015,8
Accidente,Euskadi,ARABA,VI,Vuelco,Armiñón,2006-12-16 21:57:08,Blanco,N-1,327,327,IRÚN,-2.868649,42.72015,8
Accidente,Euskadi,ARABA,VI,Vuelco,Armiñón,2006-12-16 21:57:08,Blanco,N-1,325,325,IRÚN,-2.88652,42.7102,32
Accidente,Euskadi,ARABA,VI,Vuelco,Armiñón,2006-12-16 21:57:08,Blanco,N-1,325,325,IRÚN,-2.88652,42.7102,32
Accidente,Euskadi,ARABA,VI,Vuelco,Armiñón,2006-12-16 21:57:08,Blanco,N-1,329,329,IRÚN,-2.868208,42.7368,16
Accidente,Euskadi,ARABA,VI,Alcance,Vitoria-Gasteiz,2006-12-16 06:46:18,Blanco,N-1,342,342,IRÚN,-2.77663,42.82025,33
Accidente,Euskadi,ARABA,VI,Salida,Vitoria-Gasteiz,2006-12-15 19:53:04,Blanco,N-240,5,5,BILBAO,-2.655647,42.88189,34
Accidente,Euskadi,ARABA,VI,Vuelco,Campezo/Kanpezu,2006-12-14 18:38:44,Amarillo,A-126,41,41,SANTA CRUZ DE CAMPEZO,-2.38469,42.65629,35
Accidente,Euskadi,ARABA,VI,Alcance,None,2006-12-14 22:42:53,Blanco,N-240,22,22,BILBAO,-2.683908,43.01331,36
Accidente,Euskadi,ARABA,VI,Vuelco,Campezo/Kanpezu,2006-12-14 18:38:44,Amarillo,A-126,41,41,SANTA CRUZ DE CAMPEZO,-2.38469,42.65629,35
Accidente,Euskadi,ARABA,VI,Vuelco,Campezo/Kanpezu,2006-12-14 18:38:44,Amarillo,A-126,41,41,SANTA CRUZ DE CAMPEZO,-2.38469,42.65629,35
Accidente,Euskadi,ARABA,VI,Vuelco,Campezo/Kanpezu,2006-12-14 18:38:44,Amarillo,A-126,41,41,SANTA CRUZ DE CAMPEZO,-2.38469,42.65629,35
Accidente,Euskadi,ARABA,VI,Vuelco,Campezo/Kanpezu,2006-12-14 18:38:44,Amarillo,A-126,41,41,SANTA CRUZ DE CAMPEZO,-2.38469,42.65629,35
Accidente,Euskadi,ARABA,VI,Vuelco,Campezo/Kanpezu,2006-12-14 18:38:44,Blanco,A-126,41,41,SANTA CRUZ DE CAMPEZO,-2.38469,42.65629,35
Accidente,Euskadi,ARABA,VI,Vuelco,Barrundia,2006-12-14 06:00:14,Amarillo,N-1,365,365,IRÚN,-2.53951,42.87633,37
Accidente,Euskadi,ARABA,VI,Vuelco,Barrundia,2006-12-14 06:00:14,Rojo,N-1,365,365,IRÚN,-2.53951,42.87633,37
Accidente,Euskadi,ARABA,VI,Vuelco,Barrundia,2006-12-14 06:00:14,Rojo,N-1,365,365,IRÚN,-2.53951,42.87633,37
Accidente,Euskadi,ARABA,VI,Vuelco,Barrundia,2006-12-14 06:00:14,Rojo,N-1,365,365,IRÚN,-2.53951,42.87633,37
Accidente,Euskadi,ARABA,VI,Vuelco,Barrundia,2006-12-14 06:00:14,Rojo,N-1,365,365,IRÚN,-2.53951,42.87633,37
Accidente,Euskadi,ARABA,VI,Vuelco,Barrundia,2006-12-14 06:00:14,Rojo,N-1,365,365,IRÚN,-2.53951,42.87633,37
Accidente,Euskadi,ARABA,VI,Vuelco,Barrundia,2006-12-14 06:00:14,Negro,N-1,365,365,IRÚN,-2.53951,42.87633,37
Accidente,Euskadi,ARABA,VI,Vuelco,Barrundia,2006-12-14 06:00:14,Negro,N-1,365,365,IRÚN,-2.53951,42.87633,37
Accidente,Euskadi,ARABA,VI,Vuelco,Barrundia,2006-12-14 06:00:14,Negro,N-1,365,365,IRÚN,-2.53951,42.87633,37
Accidente,Euskadi,ARABA,VI,Vuelco,Barrundia,2006-12-14 06:00:14,Amarillo,N-1,365,365,IRÚN,-2.53951,42.87633,37
Accidente,Euskadi,ARABA,VI,Vuelco,Barrundia,2006-12-14 06:00:14,Amarillo,N-1,365,365,IRÚN,-2.53951,42.87633,37
Accidente,Euskadi,ARABA,VI,Vuelco,Barrundia,2006-12-14 06:00:14,Amarillo,N-1,365,365,IRÚN,-2.53951,42.87633,37
Accidente,Euskadi,ARABA,VI,Vuelco,Barrundia,2006-12-14 06:00:14,Amarillo,N-1,365,365,IRÚN,-2.53951,42.87633,37
Accidente,Euskadi,ARABA,VI,Vuelco,Barrundia,2006-12-14 06:00:14,Amarillo,N-1,365,365,IRÚN,-2.53951,42.87633,37
Accidente,Euskadi,ARABA,VI,Alcance,Vitoria-Gasteiz,2006-12-13 22:33:40,Blanco,N-240,8,8,VITORIA-GASTEIZ,-2.64827,42.90795,38
Accidente,Euskadi,ARABA,VI,Salida,Iruraiz-Gauna,2006-12-13 21:52:22,Blanco,N-1,372,372,MADRID,-2.462198,42.85976,39
Accidente,Euskadi,ARABA,VI,Salida,Salvatierra/Agurain,2006-12-13 20:01:07,Amarillo,N-1,379,379,MADRID,-2.386135,42.84355,-1
Accidente,Euskadi,ARABA,VI,Alcance,Vitoria-Gasteiz,2006-12-13 18:06:30,Blanco,N-622,7,7,BILBAO,-2.705275,42.89774,40
Accidente,Euskadi,ARABA,VI,Salida,Iruraiz-Gauna,2006-12-13 21:52:22,Blanco,N-1,372,372,MADRID,-2.462198,42.85976,39
Accidente,Euskadi,ARABA,VI,Salida,Barrundia,2006-12-13 21:52:22,Blanco,N-1,370,370,MADRID,-2.48179,42.86981,41
Accidente,Euskadi,ARABA,VI,Salida,Salvatierra/Agurain,2006-12-13 20:01:07,Amarillo,N-1,379,379,MADRID,-2.386135,42.84355,-1
Accidente,Euskadi,ARABA,VI,Salida,Iruraiz-Gauna,2006-12-13 20:01:07,Amarillo,N-1,374,374,MADRID,-2.438575,42.85744,42
Accidente,Euskadi,ARABA,VI,Alcance,Vitoria-Gasteiz,2006-12-13 18:06:30,Blanco,N-622,7,7,BILBAO,-2.705275,42.89774,40
Accidente,Euskadi,ARABA,VI,Alcance,Vitoria-Gasteiz,2006-12-13 22:33:40,Blanco,N-240,8,8,VITORIA-GASTEIZ,-2.64827,42.90795,38
Accidente,Euskadi,ARABA,VI,Salida,Iruraiz-Gauna,2006-12-13 20:01:07,Blanco,N-1,374,374,MADRID,-2.438575,42.85744,42
Accidente,Euskadi,ARABA,VI,Salida,Barrundia,2006-12-13 21:52:22,Blanco,N-1,370,370,MADRID,-2.48179,42.86981,41
Accidente,Euskadi,ARABA,VI,Salida,Iruraiz-Gauna,2006-12-13 20:01:07,None,N-1,374,374,IRÚN,-2.43903,42.85725,42
Accidente,Euskadi,ARABA,VI,Alcance,Vitoria-Gasteiz,2006-12-13 18:06:30,None,N-622,7,7,BILBAO,-2.705275,42.89774,40
Accidente,Euskadi,ARABA,VI,Alcance,Vitoria-Gasteiz,2006-12-13 18:06:30,Amarillo,N-622,7,7,BILBAO,-2.705275,42.89774,40
Accidente,Euskadi,ARABA,VI,Salida,Iruraiz-Gauna,2006-12-13 20:04:28,Blanco,N-1,374,374,IRÚN,-2.43903,42.85725,42
Accidente,Euskadi,ARABA,VI,Salida,Iruraiz-Gauna,2006-12-13 20:01:07,Blanco,N-1,374,374,IRÚN,-2.43903,42.85725,42
Accidente,Euskadi,ARABA,VI,Alcance,Vitoria-Gasteiz,2006-12-13 18:06:30,Amarillo,N-622,7,7,BILBAO,-2.705275,42.89774,40
Accidente,Euskadi,ARABA,VI,Alcance,Vitoria-Gasteiz,2006-12-13 18:06:30,Amarillo,N-622,7,7,BILBAO,-2.705275,42.89774,40
Accidente,Euskadi,ARABA,VI,Alcance,Vitoria-Gasteiz,2006-12-13 18:06:30,Amarillo,N-622,7,7,BILBAO,-2.705275,42.89774,40
Accidente,Euskadi,ARABA,VI,Alcance,Vitoria-Gasteiz,2006-12-13 18:06:30,Amarillo,N-622,7,7,BILBAO,-2.705275,42.89774,40
Accidente,Euskadi,ARABA,VI,Alcance,Vitoria-Gasteiz,2006-12-13 18:06:30,Blanco,N-622,7,7,BILBAO,-2.705275,42.89774,40
Accidente,Euskadi,ARABA,VI,Alcance,Vitoria-Gasteiz,2006-12-13 18:06:30,Blanco,N-622,7,7,BILBAO,-2.705275,42.89774,40
Accidente,Euskadi,ARABA,VI,Atropello,Legutiano,2006-12-12 21:14:21,Blanco,N-240,16,16,VITORIA-GASTEIZ,-2.644393,42.97736,43
Accidente,Euskadi,ARABA,VI,Alcance,None,2006-12-12 14:19:44,Amarillo,N-240,20,20,BILBAO,-2.678144,42.99638,44
Accidente,Euskadi,ARABA,VI,Alcance,None,2006-12-12 14:19:44,Amarillo,N-240,20,20,BILBAO,-2.678144,42.99638,44
Accidente,Euskadi,ARABA,VI,Alcance,None,2006-12-12 14:19:44,Amarillo,N-240,19,19,BILBAO,-2.672131,42.98945,1
Accidente,Euskadi,ARABA,VI,Salida,Vitoria-Gasteiz,2006-12-11 16:56:53,Blanco,N-1,360,360,IRÚN,-2.60056,42.87709,45
Accidente,Euskadi,ARABA,VI,Salida,Vitoria-Gasteiz,2006-12-11 16:56:53,Blanco,N-1,360,360,IRÚN,-2.60056,42.87709,45
Accidente,Euskadi,ARABA,VI,Alcance,Salvatierra/Agurain,2006-12-11 14:16:47,Blanco,N-1,376,376,MADRID,-2.41966,42.84735,46
Accidente,Euskadi,ARABA,VI,Salida,None,2006-12-11 07:13:25,Blanco,N-240,17,17,VITORIA-GASTEIZ,-2.650303,42.98341,47
Accidente,Euskadi,ARABA,VI,Alcance,Armiñón,2006-12-10 20:50:19,Blanco,N-1,325,325,IRÚN,-2.88652,42.7102,32
Accidente,Euskadi,ARABA,VI,Alcance,Armiñón,2006-12-10 20:50:19,Blanco,N-1,325,325,IRÚN,-2.88652,42.7102,32
Accidente,Euskadi,ARABA,VI,Alcance,Armiñón,2006-12-10 20:50:19,Blanco,N-1,325,325,IRÚN,-2.88652,42.7102,32
Accidente,Euskadi,ARABA,VI,Alcance,Ribera Baja/Erribera Beitia,2006-12-10 20:50:19,Blanco,N-1,322,322,IRÚN,-2.91879,42.7027,6
Accidente,Euskadi,ARABA,VI,Alcance,Urkabustaiz,2006-12-10 16:30:58,Blanco,AP-68,36,36,ZARAGOZA,-2.876186,42.96837,48
Accidente,Euskadi,ARABA,VI,Salida,Kuartango,2006-12-09 23:47:15,Blanco,AP-68,42,42,BILBAO,-2.90199,42.92357,-1
Accidente,Euskadi,ARABA,VI,Salida,Zuia,2006-12-09 16:55:09,Blanco,AP-68,37,37,ZARAGOZA,-2.86974,42.96004,49
Accidente,Euskadi,ARABA,VI,Alcance,Llodio,2006-12-09 10:56:34,Blanco,AP-68,23,23,BILBAO,-2.93097,43.06346,50
Accidente,Euskadi,ARABA,VI,Alcance,Llodio,2006-12-09 10:56:34,Blanco,AP-68,23,23,BILBAO,-2.93097,43.06346,50
Accidente,Euskadi,ARABA,VI,Vuelco,Vitoria-Gasteiz,2006-12-09 01:02:26,Blanco,N-102,347,347,MADRID,-2.718106,42.83127,51
Accidente,Euskadi,ARABA,VI,Salida,Iruraiz-Gauna,2006-12-08 13:08:50,Blanco,N-1,374,374,IRÚN,-2.43903,42.85725,42
Accidente,Euskadi,ARABA,VI,Salida,Iruraiz-Gauna,2006-12-08 13:07:28,Blanco,N-1,371,371,IRÚN,-2.47412,42.86325,-1
Accidente,Euskadi,ARABA,VI,Vuelco,Iruraiz-Gauna,2006-12-08 13:02:30,Blanco,N-1,372,372,IRÚN,-2.46299,42.8598,39
Accidente,Euskadi,ARABA,VI,Vuelco,Amurrio,2006-12-07 22:43:50,Blanco,AP-68,25,25,BILBAO,-2.923923,43.04784,19
Accidente,Euskadi,ARABA,VI,Vuelco,Amurrio,2006-12-07 22:43:50,Blanco,AP-68,25,25,BILBAO,-2.923923,43.04784,19
Accidente,Euskadi,ARABA,VI,Vuelco,Amurrio,2006-12-07 22:43:50,Blanco,AP-68,25,25,BILBAO,-2.923923,43.04784,19
Accidente,Euskadi,ARABA,VI,Alcance,Legutiano,2006-12-07 19:05:54,Amarillo,N-240,17,17,VITORIA-GASTEIZ,-2.650303,42.98341,47
Accidente,Euskadi,ARABA,VI,Alcance,Legutiano,2006-12-07 19:05:54,Amarillo,N-240,17,17,VITORIA-GASTEIZ,-2.650303,42.98341,47
Accidente,Euskadi,ARABA,VI,Alcance,Legutiano,2006-12-07 19:05:54,Rojo,N-240,17,17,VITORIA-GASTEIZ,-2.650303,42.98341,47
Accidente,Euskadi,ARABA,VI,Vuelco,Zuia,2006-12-07 12:37:49,Blanco,N-622,23,23,BILBAO,-2.86133,42.96279,52
Accidente,Euskadi,ARABA,VI,Vuelco,Zuia,2006-12-07 12:37:49,Blanco,N-622,23,23,BILBAO,-2.86133,42.96279,52
Accidente,Euskadi,ARABA,VI,Vuelco,Zuia,2006-12-07 12:37:49,Blanco,N-622,23,23,BILBAO,-2.86133,42.96279,52
Accidente,Euskadi,ARABA,VI,Vuelco,None,2006-12-07 12:37:49,Blanco,N-622,23,23,BILBAO,-2.86133,42.96279,52
Accidente,Euskadi,ARABA,VI,Vuelco,Zuia,2006-12-07 12:37:49,Blanco,AP-68,38,38,ZARAGOZA,-2.87697,42.95297,53
Accidente,Euskadi,ARABA,VI,Alcance,Urkabustaiz,2006-12-07 07:15:26,Blanco,AP-68,36,36,ZARAGOZA,-2.876186,42.96837,48
Accidente,Euskadi,ARABA,VI,Salida,Legutiano,2006-12-06 15:15:24,Blanco,N-240,18,18,BILBAO,-2.661554,42.98516,54
Accidente,Euskadi,ARABA,VI,Salida,Legutiano,2006-12-06 15:15:24,Blanco,N-240,18,18,BILBAO,-2.661554,42.98516,54
Accidente,Euskadi,ARABA,VI,Salida,Legutiano,2006-12-06 15:15:24,Blanco,N-240,17,17,BILBAO,-2.650303,42.98341,47
Accidente,Euskadi,ARABA,VI,Salida,Armiñón,2006-12-06 12:27:28,Blanco,AP-1,83,83,MADRID,-2.867489,42.71807,8
Accidente,Euskadi,ARABA,VI,Salida,Armiñón,2006-12-06 12:27:28,Blanco,AP-1,83,83,MADRID,-2.867489,42.71807,8
Accidente,Euskadi,ARABA,VI,Salida,Zuia,2006-12-06 12:20:17,Blanco,AP-68,31,31,ZARAGOZA,-2.89219,43.00167,55
Accidente,Euskadi,ARABA,VI,Salida,Vitoria-Gasteiz,2006-12-06 09:43:17,Blanco,N-622,4,4,BILBAO,-2.69116,42.87308,27
Accidente,Euskadi,ARABA,VI,Vuelco,None,2006-12-06 04:36:50,Blanco,N-1,326,326,IRÚN,-2.875459,42.71062,5
Accidente,Euskadi,ARABA,VI,Vuelco,None,2006-12-06 04:36:50,Blanco,N-1,326,326,IRÚN,-2.875459,42.71062,5
Accidente,Euskadi,ARABA,VI,Vuelco,None,2006-12-06 04:36:50,Blanco,AP-1,83,83,MADRID,-2.867489,42.71807,8
