tipo,autonomia,provincia,matricula,causa,poblacion,fechahora_ini,nivel,carretera,pk_inicial,pk_final,sentido,longitud,latitud
Obras,Euskadi,ARABA,VI,Obras,Vitoria-Gasteiz,2007-09-21 16:12:03,None,N-622,8,8,VITORIA-GASTEIZ,-2.71263,42.90498
Obras,Euskadi,ARABA,VI,Obras,Vitoria-Gasteiz,2007-09-21 16:12:03,Blanco,N-622,8,8,VITORIA-GASTEIZ,-2.71263,42.90498
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-21 16:12:03,Blanco,N-622,8,8,VITORIA-GASTEIZ,-2.71263,42.90498
Obras,Euskadi,ARABA,VI,Obras,Ribera Baja/Erribera Beitia,2007-09-21 08:49:16,Blanco,AP-68,71,69,BILBAO,-2.89141,42.68887
Obras,Euskadi,ARABA,VI,Obras,Ribera Baja/Erribera Beitia,2007-09-21 08:12:15,Blanco,AP-68,69,71,ZARAGOZA,-2.90131,42.70481
Obras,Euskadi,ARABA,VI,Obras,Ribera Baja/Erribera Beitia,2007-09-21 08:12:15,Blanco,AP-68,71,71,BILBAO,-2.89141,42.68887
Obras,Euskadi,ARABA,VI,Obras,Ribera Alta,2007-09-06 10:27:22,Blanco,AP-68,53,53,BILBAO,-2.89528,42.82766
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-20 10:01:58,Blanco,AP-68,48,49,ZARAGOZA,-2.89306,42.87248
Obras,Euskadi,ARABA,VI,Obras,Kuartango,2007-09-20 10:01:58,Blanco,AP-68,49,49,ZARAGOZA,-2.893947,42.86351
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-20 10:01:58,Blanco,AP-68,49,49,ZARAGOZA,-2.893947,42.86351
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-20 08:01:39,Blanco,AP-68,69,71,ZARAGOZA,-2.90131,42.70481
Obras,Euskadi,ARABA,VI,Obras,Zambrana,2007-09-20 07:59:54,Blanco,AP-68,71,69,BILBAO,-2.89141,42.68887
Obras,Euskadi,ARABA,VI,Obras,Zambrana,2007-09-20 07:59:54,Blanco,AP-68,71,71,BILBAO,-2.89141,42.68887
Obras,Euskadi,ARABA,VI,Obras,Zambrana,2007-09-20 08:01:39,Blanco,AP-68,71,71,ZARAGOZA,-2.89166,42.68916
Obras,Euskadi,ARABA,VI,Obras,Zambrana,2007-09-20 07:59:54,Blanco,AP-68,71,71,BILBAO,-2.89141,42.68887
Obras,Euskadi,ARABA,VI,Obras,Ribera Alta,2007-09-19 08:06:25,Blanco,AP-68,21,21,ZARAGOZA,-2.917043,43.07817
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-17 08:52:16,Blanco,AP-68,45,45,ZARAGOZA,-2.89712,42.89861
Obras,Euskadi,ARABA,VI,Obras,Kuartango,2007-09-17 08:52:16,Blanco,AP-68,42,42,ZARAGOZA,-2.90197,42.92398
Obras,Euskadi,ARABA,VI,Obras,Ribera Baja/Erribera Beitia,2007-09-05 10:24:10,Blanco,AP-68,70,69,BILBAO,-2.894214,42.69747
Obras,Euskadi,ARABA,VI,Obras,Zambrana,2007-09-17 08:16:09,Blanco,AP-68,72,72,BILBAO,-2.88888,42.68017
Obras,Euskadi,ARABA,VI,Obras,Ribera Baja/Erribera Beitia,2007-09-05 10:24:10,Blanco,AP-68,70,69,BILBAO,-2.894214,42.69747
Obras,Euskadi,ARABA,VI,Obras,Zambrana,2007-09-17 08:16:09,Blanco,AP-68,72,72,BILBAO,-2.88888,42.68017
Obras,Euskadi,ARABA,VI,Obras,Vitoria-Gasteiz,2007-09-17 11:59:52,Amarillo,N-1,352,352,IRÚN,-2.69683,42.8802
Obras,Euskadi,ARABA,VI,Obras,Vitoria-Gasteiz,2007-09-17 11:59:52,Amarillo,N-1,352,353,IRÚN,-2.69683,42.8802
Obras,Euskadi,ARABA,VI,Obras,Ribera Alta,2007-09-17 08:52:16,Blanco,AP-68,42,42,ZARAGOZA,-2.90197,42.92398
Obras,Euskadi,ARABA,VI,Obras,Zambrana,2007-09-17 08:16:09,Blanco,AP-68,72,72,BILBAO,-2.88888,42.68017
Obras,Euskadi,ARABA,VI,Obras,Ribera Alta,2007-09-06 10:27:22,Blanco,AP-68,53,53,BILBAO,-2.89528,42.82766
Obras,Euskadi,ARABA,VI,Obras,Ribera Alta,2007-09-06 10:27:22,Amarillo,AP-68,53,53,BILBAO,-2.89528,42.82766
Obras,Euskadi,ARABA,VI,Obras,Ribera Alta,2007-09-16 21:10:45,Rojo,AP-68,54,54,BILBAO,-2.89421,42.81931
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-16 16:10:41,Blanco,AP-68,52,54,ZARAGOZA,-2.894033,42.83658
Obras,Euskadi,ARABA,VI,Obras,Armiñón,2007-09-13 19:50:49,Blanco,AP-68,68,69,ZARAGOZA,-2.90503,42.71332
Obras,Euskadi,ARABA,VI,Obras,Ribera Baja/Erribera Beitia,2007-09-05 10:24:10,Blanco,AP-68,70,69,BILBAO,-2.894214,42.69747
Obras,Euskadi,ARABA,VI,Obras,Armiñón,2007-09-13 19:50:49,Blanco,AP-68,68,69,ZARAGOZA,-2.90503,42.71332
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-13 19:50:49,Blanco,AP-68,68,68,ZARAGOZA,-2.90503,42.71332
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-12 12:05:42,Blanco,AP-68,47,47,ZARAGOZA,-2.89352,42.88135
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-12 12:05:42,Blanco,AP-68,43,43,ZARAGOZA,-2.903103,42.91535
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-05 10:24:10,Blanco,AP-68,70,69,BILBAO,-2.894214,42.69747
Obras,Euskadi,ARABA,VI,Obras,Kuartango,2007-09-12 12:05:42,Blanco,AP-68,42,42,ZARAGOZA,-2.90197,42.92398
Obras,Euskadi,ARABA,VI,Obras,Ribera Baja/Erribera Beitia,2007-09-04 21:30:51,Blanco,AP-68,69,69,ZARAGOZA,-2.90131,42.70481
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-14 00:02:26,Blanco,AP-68,29,29,ZARAGOZA,-2.90653,43.0159
Obras,Euskadi,ARABA,VI,Obras,Amurrio,2007-09-13 22:05:06,Blanco,AP-68,23,23,BILBAO,-2.93097,43.06346
Obras,Euskadi,ARABA,VI,Obras,Ribera Alta,2007-09-13 19:50:49,Blanco,AP-68,67,67,ZARAGOZA,-2.91333,42.71972
Obras,Euskadi,ARABA,VI,Obras,Kuartango,2007-09-12 12:05:42,Blanco,AP-68,42,42,ZARAGOZA,-2.90197,42.92398
Obras,Euskadi,ARABA,VI,Obras,Ribera Alta,2007-09-06 10:27:22,Blanco,AP-68,53,53,BILBAO,-2.89528,42.82766
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-05 10:24:10,Blanco,AP-68,69,70,BILBAO,-2.90099,42.70471
Obras,Euskadi,ARABA,VI,Obras,Ribera Baja/Erribera Beitia,2007-09-04 21:30:51,Blanco,AP-68,69,69,ZARAGOZA,-2.90131,42.70481
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-05 10:24:10,Blanco,AP-68,69,70,BILBAO,-2.90099,42.70471
Obras,Euskadi,ARABA,VI,Obras,Ribera Alta,2007-09-13 19:50:49,Blanco,AP-68,67,67,ZARAGOZA,-2.91333,42.71972
Obras,Euskadi,ARABA,VI,Obras,Ribera Alta,2007-09-13 19:50:49,Blanco,AP-68,67,67,ZARAGOZA,-2.91333,42.71972
Obras,Euskadi,ARABA,VI,Obras,Zambrana,2007-09-05 10:24:10,Blanco,AP-68,70,70,BILBAO,-2.894214,42.69747
Obras,Euskadi,ARABA,VI,Obras,Zambrana,2007-09-05 10:24:10,Blanco,AP-68,70,70,BILBAO,-2.894214,42.69747
Obras,Euskadi,ARABA,VI,Obras,Ribera Alta,2007-09-10 12:06:44,Blanco,AP-68,52,53,ZARAGOZA,-2.894033,42.83658
Obras,Euskadi,ARABA,VI,Obras,Kuartango,2007-09-12 12:05:42,Blanco,AP-68,42,42,ZARAGOZA,-2.90197,42.92398
Obras,Euskadi,ARABA,VI,Obras,Ribera Baja/Erribera Beitia,2007-09-12 08:24:22,Blanco,AP-68,68,66,BILBAO,-2.904834,42.71334
Obras,Euskadi,ARABA,VI,Obras,Ribera Baja/Erribera Beitia,2007-09-12 08:22:53,Blanco,AP-68,66,68,ZARAGOZA,-2.92232,42.72546
Obras,Euskadi,ARABA,VI,Obras,Ribera Baja/Erribera Beitia,2007-09-12 08:24:22,Blanco,AP-68,68,66,BILBAO,-2.904834,42.71334
Obras,Euskadi,ARABA,VI,Obras,Ribera Baja/Erribera Beitia,2007-09-12 08:22:53,Blanco,AP-68,66,68,ZARAGOZA,-2.92232,42.72546
Obras,Euskadi,ARABA,VI,Obras,Ribera Alta,2007-09-12 08:22:53,Blanco,AP-68,66,68,ZARAGOZA,-2.92232,42.72546
Obras,Euskadi,ARABA,VI,Obras,Ribera Alta,2007-09-10 12:06:44,Blanco,AP-68,52,53,ZARAGOZA,-2.894033,42.83658
Obras,Euskadi,ARABA,VI,Obras,Ribera Alta,2007-09-06 10:27:22,Blanco,AP-68,53,53,BILBAO,-2.89528,42.82766
Obras,Euskadi,ARABA,VI,Obras,Zambrana,2007-09-05 10:24:10,Blanco,AP-68,70,70,BILBAO,-2.894214,42.69747
Obras,Euskadi,ARABA,VI,Obras,Kuartango,2007-09-12 12:05:42,Blanco,AP-68,42,42,ZARAGOZA,-2.90197,42.92398
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-12 12:05:42,Blanco,AP-68,42,42,ZARAGOZA,-2.90197,42.92398
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-12 08:24:22,Blanco,AP-68,68,66,BILBAO,-2.904834,42.71334
Obras,Euskadi,ARABA,VI,Obras,Ribera Alta,2007-09-12 08:22:53,None,AP-68,66,68,ZARAGOZA,-2.92232,42.72546
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-06 10:27:22,Blanco,AP-68,53,53,BILBAO,-2.89528,42.82766
Obras,Euskadi,ARABA,VI,Obras,Ribera Alta,2007-09-06 10:27:22,Blanco,AP-68,55,54,BILBAO,-2.90293,42.81295
Obras,Euskadi,ARABA,VI,Obras,Kuartango,2007-09-11 08:32:55,Blanco,AP-68,48,49,ZARAGOZA,-2.89306,42.87248
Obras,Euskadi,ARABA,VI,Obras,Kuartango,2007-09-11 08:33:52,Blanco,AP-68,49,48,BILBAO,-2.89375,42.86332
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-11 08:32:55,Blanco,AP-68,48,49,ZARAGOZA,-2.89306,42.87248
Obras,Euskadi,ARABA,VI,Obras,Kuartango,2007-09-11 08:33:52,Blanco,AP-68,49,49,BILBAO,-2.89375,42.86332
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-11 08:32:55,Blanco,AP-68,48,49,ZARAGOZA,-2.89306,42.87248
Obras,Euskadi,ARABA,VI,Obras,Ribera Alta,2007-09-06 10:27:22,Blanco,AP-68,54,54,BILBAO,-2.89421,42.81931
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-11 08:33:52,Blanco,AP-68,48,48,BILBAO,-2.89271,42.87232
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-11 08:32:55,Blanco,AP-68,48,49,ZARAGOZA,-2.89306,42.87248
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-11 08:33:52,Blanco,AP-68,48,48,BILBAO,-2.89271,42.87232
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-11 08:32:55,Blanco,AP-68,48,49,ZARAGOZA,-2.89306,42.87248
Obras,Euskadi,ARABA,VI,Obras,Ribera Alta,2007-09-10 12:06:44,Blanco,AP-68,52,53,ZARAGOZA,-2.894033,42.83658
Obras,Euskadi,ARABA,VI,Obras,Ribera Alta,2007-09-06 10:27:22,Blanco,AP-68,54,54,BILBAO,-2.89421,42.81931
Obras,Euskadi,ARABA,VI,Obras,Kuartango,2007-09-10 11:10:57,Blanco,AP-68,46,49,ZARAGOZA,-2.892964,42.89013
Obras,Euskadi,ARABA,VI,Obras,Kuartango,2007-09-10 15:59:14,Blanco,AP-68,49,46,BILBAO,-2.89375,42.86332
Obras,Euskadi,ARABA,VI,Obras,Ribera Alta,2007-09-10 12:06:44,Blanco,AP-68,52,53,ZARAGOZA,-2.894033,42.83658
Obras,Euskadi,ARABA,VI,Obras,Kuartango,2007-09-10 11:10:57,Blanco,AP-68,46,49,ZARAGOZA,-2.892964,42.89013
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-10 15:59:14,Blanco,AP-68,49,46,BILBAO,-2.89375,42.86332
Obras,Euskadi,ARABA,VI,Obras,Kuartango,2007-09-10 11:10:57,Blanco,AP-68,46,49,ZARAGOZA,-2.892964,42.89013
Obras,Euskadi,ARABA,VI,Obras,Ribera Alta,2007-09-06 10:27:22,Blanco,AP-68,54,54,BILBAO,-2.89421,42.81931
Obras,Euskadi,ARABA,VI,Obras,Kuartango,2007-09-10 11:10:57,Blanco,AP-68,46,48,ZARAGOZA,-2.892964,42.89013
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-10 11:10:57,Blanco,AP-68,46,48,ZARAGOZA,-2.892964,42.89013
Obras,Euskadi,ARABA,VI,Obras,Amurrio,2007-09-10 08:20:44,Blanco,AP-68,25,25,ZARAGOZA,-2.924176,43.04798
Obras,Euskadi,ARABA,VI,Obras,Ribera Alta,2007-09-06 10:27:22,Blanco,AP-68,54,54,BILBAO,-2.89421,42.81931
Obras,Euskadi,ARABA,VI,Obras,Ribera Alta,2007-09-06 10:27:22,Blanco,AP-68,54,54,BILBAO,-2.89421,42.81931
Obras,Euskadi,ARABA,VI,Obras,Ribera Alta,2007-09-06 10:27:22,Blanco,AP-68,54,54,BILBAO,-2.89421,42.81931
Obras,Euskadi,ARABA,VI,Obras,Ribera Alta,2007-09-06 10:27:22,Blanco,AP-68,54,54,BILBAO,-2.89421,42.81931
Obras,Euskadi,ARABA,VI,Obras,Zambrana,2007-09-05 10:24:10,Blanco,AP-68,70,70,BILBAO,-2.894214,42.69747
Obras,Euskadi,ARABA,VI,Obras,Zambrana,2007-09-05 10:24:10,Amarillo,AP-68,70,70,BILBAO,-2.894214,42.69747
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-10 11:10:57,Blanco,AP-68,46,48,ZARAGOZA,-2.892964,42.89013
Obras,Euskadi,ARABA,VI,Obras,Ribera Baja/Erribera Beitia,2007-09-04 21:30:51,Blanco,AP-68,69,69,ZARAGOZA,-2.90131,42.70481
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-10 12:06:44,Blanco,AP-68,52,53,ZARAGOZA,-2.894033,42.83658
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-10 11:10:57,Blanco,AP-68,46,48,ZARAGOZA,-2.892964,42.89013
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-10 09:53:50,Blanco,AP-68,43,43,ZARAGOZA,-2.903103,42.91535
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-10 08:20:44,Blanco,AP-68,25,25,ZARAGOZA,-2.924176,43.04798
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-06 10:27:22,Blanco,AP-68,54,54,BILBAO,-2.89421,42.81931
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-06 10:27:22,Blanco,AP-68,54,54,BILBAO,-2.89421,42.81931
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-06 10:27:22,Blanco,AP-68,54,54,BILBAO,-2.89421,42.81931
Obras,Euskadi,ARABA,VI,Obras,Zambrana,2007-09-05 10:24:10,Amarillo,AP-68,70,70,BILBAO,-2.894214,42.69747
Obras,Euskadi,ARABA,VI,Obras,Ribera Baja/Erribera Beitia,2007-09-04 21:30:51,Amarillo,AP-68,69,69,ZARAGOZA,-2.90131,42.70481
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-06 10:27:22,Blanco,AP-68,54,54,BILBAO,-2.89421,42.81931
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-07 08:20:17,Blanco,AP-68,25,25,ZARAGOZA,-2.924176,43.04798
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-07 08:20:17,Blanco,AP-68,25,25,ZARAGOZA,-2.924176,43.04798
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-07 07:09:29,Blanco,AP-68,42,42,ZARAGOZA,-2.90197,42.92398
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-06 20:31:19,Blanco,AP-68,32,32,ZARAGOZA,-2.881823,42.99696
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-06 09:03:44,Rojo,AP-68,43,46,ZARAGOZA,-2.903103,42.91535
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-06 09:03:44,Rojo,AP-68,46,43,ZARAGOZA,-2.892964,42.89013
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-06 10:27:22,Blanco,AP-68,53,53,BILBAO,-2.89528,42.82766
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-06 10:27:22,Blanco,AP-68,53,53,BILBAO,-2.89528,42.82766
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-06 10:27:22,Blanco,AP-68,61,61,BILBAO,-2.901,42.7643
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-06 10:25:03,Blanco,AP-68,56,56,BILBAO,-2.9051,42.80451
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-06 09:09:41,Amarillo,AP-68,47,47,BILBAO,-2.89334,42.88097
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-06 09:03:44,Rojo,AP-68,44,44,ZARAGOZA,-2.89711,42.90756
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-05 20:23:10,Blanco,AP-68,32,32,ZARAGOZA,-2.881823,42.99696
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-05 20:23:10,Blanco,AP-68,32,32,ZARAGOZA,-2.881823,42.99696
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-05 20:23:10,Blanco,AP-68,31,31,ZARAGOZA,-2.89219,43.00167
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-05 16:21:25,Blanco,AP-68,45,41,BILBAO,-2.89677,42.89839
Obras,Euskadi,ARABA,VI,Obras,Zambrana,2007-09-05 10:24:10,Amarillo,AP-68,70,70,BILBAO,-2.894214,42.69747
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-05 08:32:18,Blanco,AP-68,41,41,ZARAGOZA,-2.89534,42.93138
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-05 08:13:26,Blanco,AP-68,51,51,ZARAGOZA,-2.89297,42.84566
Obras,Euskadi,ARABA,VI,Obras,Ribera Alta,2007-09-04 09:36:06,Amarillo,AP-68,53,53,BILBAO,-2.89528,42.82766
Obras,Euskadi,ARABA,VI,Obras,Kuartango,2007-09-04 10:00:53,Amarillo,AP-68,51,52,ZARAGOZA,-2.89297,42.84566
Obras,Euskadi,ARABA,VI,Obras,Ribera Baja/Erribera Beitia,2007-09-04 21:30:51,Amarillo,AP-68,69,69,ZARAGOZA,-2.90131,42.70481
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-04 21:30:51,Amarillo,AP-68,69,69,ZARAGOZA,-2.90131,42.70481
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-04 10:00:53,Amarillo,AP-68,51,52,ZARAGOZA,-2.89297,42.84566
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-04 09:36:06,Amarillo,AP-68,53,53,BILBAO,-2.89528,42.82766
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-04 10:00:53,Amarillo,AP-68,51,52,ZARAGOZA,-2.89297,42.84566
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-04 10:01:55,Blanco,AP-68,52,52,ZARAGOZA,-2.894033,42.83658
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-04 10:00:53,Amarillo,AP-68,51,51,ZARAGOZA,-2.89297,42.84566
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-04 09:36:06,Amarillo,AP-68,53,53,BILBAO,-2.89528,42.82766
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-04 10:01:55,Blanco,AP-68,52,52,ZARAGOZA,-2.894033,42.83658
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-04 21:30:51,Amarillo,AP-68,69,69,ZARAGOZA,-2.90131,42.70481
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-04 21:30:51,Amarillo,AP-68,69,69,ZARAGOZA,-2.90131,42.70481
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-04 09:36:06,Amarillo,AP-68,53,53,BILBAO,-2.89528,42.82766
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-04 10:01:55,Blanco,AP-68,52,52,ZARAGOZA,-2.894033,42.83658
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-04 10:01:55,Blanco,AP-68,52,52,ZARAGOZA,-2.894033,42.83658
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-04 10:00:53,Amarillo,AP-68,51,51,ZARAGOZA,-2.89297,42.84566
Obras,Euskadi,ARABA,VI,Obras,None,2007-09-04 09:36:06,Amarillo,AP-68,53,53,BILBAO,-2.89528,42.82766
Obras,Euskadi,ARABA,VI,Obras,Armiñón,2007-09-01 12:00:51,Blanco,N-1,329,329,IRÚN,-2.868208,42.7368
Obras,Euskadi,ARABA,VI,Obras,Armiñón,2007-09-01 12:00:51,Amarillo,N-1,329,329,IRÚN,-2.868208,42.7368
Obras,Euskadi,ARABA,VI,Obras,Armiñón,2007-09-01 12:00:51,Amarillo,N-1,329,329,IRÚN,-2.868208,42.7368
Obras,Euskadi,ARABA,VI,Obras,Iruraiz-Gauna,2007-08-30 13:19:49,Amarillo,N-1,375,375,IRÚN,-2.427863,42.85463
Obras,Euskadi,ARABA,VI,Obras,Zuia,2007-08-28 13:21:22,Blanco,AP-68,27,27,ZARAGOZA,-2.91325,43.03225
Obras,Euskadi,ARABA,VI,Obras,Armiñón,2007-08-26 21:13:56,Amarillo,AP-1,83,83,VITORIA-GASTEIZ,-2.867319,42.71783
Obras,Euskadi,ARABA,VI,Obras,Armiñón,2007-08-26 21:13:56,Blanco,AP-1,83,83,VITORIA-GASTEIZ,-2.867319,42.71783
Obras,Euskadi,ARABA,VI,Obras,Armiñón,2007-08-26 21:13:56,Blanco,AP-1,83,83,VITORIA-GASTEIZ,-2.867319,42.71783
Obras,Euskadi,ARABA,VI,Obras,Ribera Alta,2007-08-24 10:35:41,Blanco,AP-68,35,35,ZARAGOZA,-2.877197,42.97503
Obras,Euskadi,ARABA,VI,Obras,Ribera Alta,2007-08-22 10:44:27,Blanco,AP-68,31,31,ZARAGOZA,-2.89219,43.00167
Obras,Euskadi,ARABA,VI,Obras,Ribera Alta,2007-08-22 10:44:27,Blanco,AP-68,31,31,ZARAGOZA,-2.89219,43.00167
Obras,Euskadi,ARABA,VI,Obras,Armiñón,2007-08-21 18:51:30,Amarillo,AP-1,83,83,VITORIA-GASTEIZ,-2.867319,42.71783
Obras,Euskadi,ARABA,VI,Obras,Armiñón,2007-08-21 18:51:30,Blanco,AP-1,83,83,VITORIA-GASTEIZ,-2.867319,42.71783
Obras,Euskadi,ARABA,VI,Obras,Armiñón,2007-08-21 18:51:30,Blanco,AP-1,83,83,VITORIA-GASTEIZ,-2.867319,42.71783
Obras,Euskadi,ARABA,VI,Obras,Armiñón,2007-08-21 18:51:30,Blanco,AP-1,83,83,VITORIA-GASTEIZ,-2.867319,42.71783
Obras,Euskadi,ARABA,VI,Obras,Armiñón,2007-08-21 18:51:30,Blanco,AP-1,83,83,VITORIA-GASTEIZ,-2.867319,42.71783
Obras,Euskadi,ARABA,VI,Obras,None,2007-08-21 12:22:46,Amarillo,AP-68,27,27,ZARAGOZA,-2.91325,43.03225
Obras,Euskadi,ARABA,VI,Obras,None,2007-08-21 12:22:46,Amarillo,AP-68,27,27,ZARAGOZA,-2.91325,43.03225
Obras,Euskadi,ARABA,VI,Obras,Armiñón,2007-08-21 08:08:46,Amarillo,N-1,323,323,IRÚN,-2.909908,42.70812
Obras,Euskadi,ARABA,VI,Obras,Ribera Alta,2007-08-21 08:32:01,Amarillo,AP-68,69,69,BILBAO,-2.90099,42.70471
Obras,Euskadi,ARABA,VI,Obras,Ribera Alta,2007-08-21 08:32:01,Blanco,AP-68,69,69,BILBAO,-2.90099,42.70471
Obras,Euskadi,ARABA,VI,Obras,Armiñón,2007-08-21 08:08:46,Amarillo,N-1,323,323,IRÚN,-2.909908,42.70812
Obras,Euskadi,ARABA,VI,Obras,Armiñón,2007-08-21 08:08:46,Amarillo,N-1,323,323,IRÚN,-2.909908,42.70812
Obras,Euskadi,ARABA,VI,Obras,Armiñón,2007-08-20 10:48:41,Rojo,AP-1,83,83,MADRID,-2.867489,42.71807
Obras,Euskadi,ARABA,VI,Obras,Armiñón,2007-08-20 10:48:41,Amarillo,AP-1,83,83,MADRID,-2.867489,42.71807
Obras,Euskadi,ARABA,VI,Obras,Armiñón,2007-08-20 10:48:41,Blanco,AP-1,83,83,MADRID,-2.867489,42.71807
Obras,Euskadi,ARABA,VI,Obras,Armiñón,2007-08-20 10:48:41,Blanco,AP-1,83,83,VITORIA-GASTEIZ,-2.867319,42.71783
Obras,Euskadi,ARABA,VI,Obras,None,2007-08-16 09:46:06,Blanco,AP-68,37,37,BILBAO,-2.86963,42.9597
Obras,Euskadi,ARABA,VI,Obras,None,2007-08-16 09:46:06,Blanco,AP-68,37,37,BILBAO,-2.86963,42.9597
Obras,Euskadi,ARABA,VI,Obras,None,2007-08-13 09:26:40,Blanco,AP-68,31,31,BILBAO,-2.891762,43.00168
Obras,Euskadi,ARABA,VI,Obras,None,2007-08-13 09:26:40,Blanco,AP-68,31,31,BILBAO,-2.891762,43.00168
Obras,Euskadi,ARABA,VI,Obras,Ribera Alta,2007-08-09 10:17:05,Blanco,AP-68,69,69,ZARAGOZA,-2.90131,42.70481
Obras,Euskadi,ARABA,VI,Obras,None,2007-08-09 10:17:05,Blanco,AP-68,69,69,ZARAGOZA,-2.90131,42.70481
Obras,Euskadi,ARABA,VI,Obras,None,2007-08-07 09:41:57,Blanco,AP-68,59,59,ZARAGOZA,-2.90581,42.7806
Obras,Euskadi,ARABA,VI,Obras,None,2007-08-07 09:41:57,Blanco,AP-68,59,59,ZARAGOZA,-2.90581,42.7806
Obras,Euskadi,ARABA,VI,Obras,Zuia,2007-08-02 12:42:34,Blanco,AP-68,31,31,BILBAO,-2.891762,43.00168
Obras,Euskadi,ARABA,VI,Obras,Ribera Alta,2007-08-02 10:26:43,Blanco,AP-68,53,53,BILBAO,-2.89528,42.82766
Obras,Euskadi,ARABA,VI,Obras,None,2007-08-02 09:32:51,Blanco,AP-68,34,34,ZARAGOZA,-2.87067,42.98276
Obras,Euskadi,ARABA,VI,Obras,Vitoria-Gasteiz,2007-07-26 16:09:54,Blanco,N-622,6,6,VITORIA-GASTEIZ,-2.69882,42.89018
Obras,Euskadi,ARABA,VI,Obras,Ribera Alta,2007-07-26 15:49:35,Blanco,AP-68,54,54,BILBAO,-2.89421,42.81931
Obras,Euskadi,ARABA,VI,Obras,Ribera Baja/Erribera Beitia,2007-07-26 15:49:35,Blanco,AP-68,54,54,BILBAO,-2.89421,42.81931
Obras,Euskadi,ARABA,VI,Obras,Zuia,2007-07-25 09:35:43,Blanco,AP-68,32,32,ZARAGOZA,-2.881823,42.99696
Obras,Euskadi,ARABA,VI,Obras,None,2007-07-18 10:49:48,Amarillo,AP-68,35,35,ZARAGOZA,-2.877197,42.97503
Obras,Euskadi,ARABA,VI,Obras,None,2007-07-18 10:49:48,Amarillo,AP-68,35,35,ZARAGOZA,-2.877197,42.97503
